name,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,dist,hour,tuition,hobby,gender,sep_room,competitive,higher_stud,campus,extra,cet_score
Belva Smallpeice,6.85,7.05,7.99,7.33,6.93,9.43,8.01,6.6,14,0,Yes,No,Female,Yes,No,No,Yes,Yes,158
Davey Triner,6.09,7.69,7.03,9.17,9.5,6.05,9.85,6.04,22,5,No,Yes,Female,No,No,No,Yes,Yes,164
Nevins Dibley,8.47,6.52,6.03,9.63,7.62,6.09,9.82,6.47,14,1,Yes,No,Female,No,No,No,Yes,Yes,82
Jodi Lindborg,8.16,6.99,8.75,7.02,6.13,7.46,7.49,7.88,7,2,No,Yes,Female,Yes,No,Yes,Yes,Yes,82
Imojean Bourbon,8.15,9.48,8.88,6.05,9.94,9.55,8.26,6.75,19,2,No,No,Female,No,No,No,No,No,105
Carita Heinke,8.12,6.41,8.71,6.79,7.99,7.58,6.06,7.11,24,4,No,No,Male,Yes,Yes,Yes,No,Yes,123
Tabbi Alwell,9.3,8.4,6.1,7.5,7.73,6.19,6.81,7.32,24,7,No,No,Male,No,Yes,No,Yes,Yes,106
Jenny Dowdeswell,9.14,9.06,7.0,6.65,7.61,8.76,8.66,7.61,5,2,Yes,Yes,Male,Yes,Yes,Yes,No,No,105
Hubey Soppett,9.29,8.44,6.9,6.2,8.13,6.17,9.86,9.82,16,9,No,Yes,Female,Yes,No,No,No,Yes,91
Dinnie Elcum,6.76,9.06,7.77,6.81,8.77,7.07,9.14,8.25,5,10,No,Yes,Female,Yes,No,No,No,No,114
Harrietta Bourtoumieux,6.83,8.13,6.91,8.61,9.55,8.12,6.06,9.99,18,8,No,No,Female,Yes,Yes,Yes,No,Yes,178
Missie Panchen,6.5,8.54,9.56,8.6,9.45,8.52,6.55,8.57,9,10,Yes,Yes,Male,Yes,No,No,No,No,114
Corny Twopenny,9.46,9.97,6.88,8.18,6.91,7.3,9.18,7.26,7,10,Yes,Yes,Male,Yes,No,Yes,Yes,Yes,83
Rhianna Bilofsky,6.09,7.49,6.97,6.6,7.14,8.43,8.31,6.7,22,9,Yes,No,Female,Yes,Yes,Yes,Yes,Yes,88
Raff Brideaux,7.93,7.25,8.14,9.93,6.3,7.95,7.38,7.45,10,7,No,No,Male,Yes,No,No,Yes,No,144
Jourdain Yitzhakov,9.79,7.8,8.67,9.84,9.15,6.66,7.47,8.43,18,8,No,No,Female,Yes,Yes,Yes,No,No,169
Doll Huttley,6.78,7.8,7.83,7.28,6.49,6.32,8.22,8.38,10,4,Yes,No,Female,No,Yes,No,Yes,No,161
Bryna Dashkovich,9.18,9.84,8.26,6.13,6.16,9.24,8.13,9.58,2,7,No,No,Male,Yes,No,No,No,Yes,122
Jasun Mangeot,9.76,8.28,7.52,6.15,9.46,9.61,9.19,6.7,21,10,Yes,Yes,Female,No,No,No,No,Yes,110
Kristin Bater,7.11,9.39,7.14,6.17,7.56,7.48,7.34,7.09,12,10,Yes,No,Female,No,Yes,Yes,Yes,Yes,118
Hertha Loynton,7.8,7.1,8.01,9.51,9.9,8.48,7.28,8.5,14,7,Yes,No,Male,No,No,Yes,Yes,No,146
Annabal Leveridge,8.67,9.9,7.01,8.53,9.7,6.9,6.14,7.69,11,5,Yes,Yes,Male,Yes,No,Yes,No,Yes,95
Sibelle Kalkofen,7.66,9.3,8.23,7.64,9.57,8.19,8.05,9.1,2,1,Yes,No,Female,Yes,Yes,Yes,No,Yes,178
Mair MacQuaker,8.22,6.62,7.69,8.0,6.95,8.35,9.27,9.92,16,5,No,Yes,Male,Yes,Yes,Yes,Yes,No,136
Rob Midner,7.17,7.29,8.29,8.25,9.87,8.95,7.21,7.14,12,5,No,No,Female,Yes,Yes,Yes,No,Yes,87
Trisha Snasdell,9.61,9.85,6.24,7.63,7.61,8.74,6.72,7.0,9,7,No,No,Female,No,No,Yes,Yes,Yes,122
Ofilia Du Pre,6.98,8.45,8.22,7.05,6.04,7.73,9.03,9.26,14,5,No,No,Male,Yes,No,Yes,Yes,Yes,171
Wenona Lafflin,9.63,8.27,8.05,8.83,9.36,8.62,8.7,6.93,19,5,Yes,Yes,Male,No,No,No,Yes,Yes,115
Sabrina Kersey,9.3,9.94,8.08,8.93,7.24,8.17,7.67,9.58,9,3,No,Yes,Female,Yes,No,Yes,No,Yes,168
Bordie Easlea,9.28,8.94,8.74,8.73,7.93,9.21,6.89,7.99,5,9,No,No,Female,Yes,Yes,Yes,No,Yes,139
Travus Tamlett,7.78,6.88,9.4,7.8,6.76,9.05,7.53,8.83,21,8,Yes,Yes,Male,No,No,No,No,No,120
Celinka Lowbridge,6.18,8.21,6.53,8.06,7.89,9.26,8.03,6.19,16,2,No,No,Male,No,Yes,Yes,Yes,No,119
Erin Fowgies,6.07,9.49,7.33,7.46,7.25,8.9,8.54,7.16,12,5,No,Yes,Male,Yes,Yes,Yes,No,No,102
Nowell Geibel,8.58,9.0,8.13,9.15,9.0,8.89,6.86,8.19,10,3,No,Yes,Female,Yes,Yes,No,No,Yes,90
Alie Lindro,6.91,8.93,9.59,9.66,8.73,6.42,8.19,6.24,22,0,Yes,No,Male,Yes,Yes,No,Yes,Yes,154
Scotty Iori,9.58,9.1,7.6,8.04,7.13,6.72,7.73,9.18,4,9,No,Yes,Male,No,No,Yes,No,Yes,114
Cheri Angelini,9.11,7.87,8.2,8.8,6.94,8.7,6.28,9.73,5,2,No,Yes,Male,Yes,Yes,Yes,Yes,Yes,104
Werner Lissaman,8.11,8.75,8.61,6.36,7.75,6.05,8.82,6.51,7,8,Yes,Yes,Male,No,Yes,No,No,No,98
Katharina Sparkwell,8.4,7.69,6.2,7.49,9.52,6.62,6.59,7.54,7,1,Yes,No,Male,Yes,No,Yes,Yes,No,140
Marianna Albertson,6.35,7.96,8.89,6.73,8.4,6.29,7.2,9.79,5,1,Yes,No,Male,Yes,No,No,Yes,No,162
Grannie Waghorn,7.48,6.15,9.28,6.44,8.92,6.5,7.69,6.59,7,2,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,116
Brandise Hugnet,9.19,6.76,9.73,8.29,9.73,7.26,8.04,8.06,11,8,Yes,No,Female,No,Yes,Yes,Yes,Yes,178
Creighton Pentlow,6.62,8.69,6.01,8.67,6.61,7.7,8.69,9.0,15,0,Yes,Yes,Male,Yes,Yes,Yes,No,Yes,123
Tonnie Gozney,7.99,8.45,6.08,7.49,7.27,8.02,8.57,7.68,16,10,No,No,Male,No,Yes,Yes,No,Yes,172
Blisse Hearnah,7.51,9.85,9.5,7.26,9.56,9.74,7.57,8.43,25,8,Yes,No,Male,No,No,No,No,Yes,91
Deana Richarz,8.06,8.78,8.72,6.05,9.66,8.13,7.73,7.89,7,4,No,No,Female,Yes,Yes,No,Yes,Yes,152
Pennie Children,6.37,7.67,6.24,7.23,8.5,9.7,8.41,6.31,13,4,No,No,Male,Yes,No,No,Yes,Yes,142
Dasha Crosland,7.53,8.87,8.11,8.59,7.84,7.37,9.61,8.46,2,2,Yes,No,Male,No,No,Yes,No,Yes,158
Willy Annakin,8.25,8.89,9.65,7.88,6.97,7.86,9.48,6.56,12,8,Yes,No,Male,No,No,Yes,Yes,Yes,178
Annabal Cable,8.96,9.69,7.12,8.53,8.28,7.9,9.67,9.88,21,3,Yes,No,Female,No,No,Yes,Yes,No,87
Edwin Ivanikhin,9.15,7.95,8.05,8.65,6.09,9.74,6.06,7.56,15,3,Yes,Yes,Female,No,No,No,No,No,147
Nevins Bercevelo,7.13,7.06,7.6,8.3,9.52,8.81,7.73,7.26,13,4,No,Yes,Female,No,No,Yes,No,No,146
Brady Dairton,9.28,6.15,8.67,6.86,6.06,9.88,8.56,6.8,24,0,Yes,Yes,Male,No,No,No,Yes,Yes,162
Morris Dane,9.56,9.66,9.01,7.72,7.85,8.62,8.48,6.87,17,6,Yes,No,Male,No,No,No,No,No,106
Waverly McCallister,9.8,8.06,9.86,9.33,6.73,9.82,7.22,7.97,11,3,No,Yes,Female,No,No,No,No,Yes,94
Kermit Sibyllina,9.9,8.23,8.96,8.43,6.78,8.38,6.81,7.19,12,10,No,No,Female,Yes,Yes,No,No,No,123
Holly-anne Darwen,8.69,7.83,9.7,7.75,9.94,7.7,8.56,6.66,7,3,Yes,No,Male,No,Yes,No,Yes,Yes,173
Inigo Idale,9.32,7.78,7.31,6.51,8.88,7.59,9.49,7.16,3,3,Yes,No,Female,Yes,Yes,No,Yes,No,145
Renaud Ferraraccio,9.88,9.82,6.38,8.65,7.76,8.43,8.11,7.03,5,7,No,Yes,Male,Yes,No,Yes,No,Yes,122
Rubin Glew,9.05,7.64,9.94,7.01,6.92,9.61,9.38,8.19,5,5,No,Yes,Male,No,Yes,Yes,No,No,132
Hadria Howels,7.74,7.5,6.72,7.38,7.47,6.54,8.39,6.82,20,5,No,No,Female,Yes,Yes,No,No,Yes,117
Rosalynd Lowdham,9.03,7.42,7.05,8.98,6.89,9.94,7.52,6.08,14,4,Yes,Yes,Male,Yes,Yes,Yes,Yes,No,86
Kelsy Rizzo,9.1,9.55,9.6,8.54,8.8,7.5,8.01,8.96,5,0,No,Yes,Male,Yes,Yes,No,Yes,No,162
Aidan Graith,9.17,7.7,7.25,6.65,7.67,6.16,6.97,6.62,19,8,No,No,Female,No,Yes,Yes,No,Yes,161
Minta Studart,9.64,9.02,8.2,8.13,8.41,7.63,6.47,8.71,6,2,Yes,No,Female,No,No,No,No,Yes,84
Veronike Berka,7.92,9.31,9.42,7.88,6.91,9.38,9.01,8.19,13,10,No,Yes,Male,No,Yes,No,Yes,No,143
Wade Alenichicov,9.78,6.19,6.36,7.78,6.67,7.77,9.49,6.2,14,5,Yes,Yes,Male,Yes,Yes,No,No,Yes,145
Byrom How to preserve,8.96,9.18,6.82,8.79,9.85,8.41,8.02,6.9,8,6,Yes,No,Female,Yes,Yes,No,No,No,164
Ingar Quixley,8.65,8.75,9.78,7.7,9.32,9.52,6.19,8.52,9,10,Yes,Yes,Female,No,Yes,Yes,Yes,Yes,91
Armstrong Wilder,6.8,9.9,8.95,6.44,6.49,7.59,8.31,7.08,7,5,No,No,Female,Yes,Yes,No,Yes,No,146
Raine MacKain,6.27,9.01,8.45,7.52,7.74,6.69,8.58,6.29,10,5,No,Yes,Male,Yes,Yes,Yes,Yes,Yes,94
Pall Ivel,9.63,9.27,6.61,6.26,8.43,9.5,9.29,7.47,20,1,No,No,Female,No,Yes,Yes,Yes,Yes,86
Brett Hekkert,8.67,6.23,8.03,6.72,7.39,6.37,7.13,6.38,17,6,No,No,Male,Yes,No,No,No,No,153
Cleveland Grasser,7.99,6.87,8.12,6.23,9.66,8.06,9.84,9.83,21,8,Yes,No,Male,No,Yes,Yes,Yes,No,131
Frederick Castillo,7.78,8.7,7.68,8.23,9.13,8.0,6.23,9.22,25,3,No,No,Male,No,No,Yes,Yes,No,163
Agretha Leele,6.17,6.69,6.82,9.02,7.42,9.43,6.34,10.0,17,6,No,Yes,Male,Yes,Yes,Yes,Yes,No,138
Shawn de Leon,9.02,6.44,9.44,6.66,9.3,7.26,6.14,8.98,9,9,Yes,Yes,Female,No,Yes,Yes,Yes,No,81
Otha Tregunnah,7.82,6.07,8.22,7.7,6.97,7.55,8.36,8.23,19,4,No,No,Male,No,Yes,Yes,Yes,Yes,115
Mignonne Vaines,7.61,9.09,6.28,8.32,6.85,6.39,6.52,6.42,16,7,Yes,Yes,Male,No,Yes,Yes,No,No,131
Olly Borgnet,7.2,7.65,8.16,6.49,8.91,9.8,7.13,7.71,17,1,Yes,Yes,Male,Yes,Yes,Yes,Yes,Yes,137
Gan Margerrison,7.9,7.0,6.69,9.54,6.81,7.54,9.53,9.33,25,7,No,No,Female,Yes,No,No,No,Yes,145
Dannie Stigers,9.07,6.56,8.79,7.88,8.72,8.39,8.64,6.29,16,8,Yes,Yes,Male,Yes,No,Yes,No,No,140
Perri Alwood,6.73,8.0,7.43,7.85,7.46,6.75,6.35,8.84,8,9,Yes,Yes,Female,Yes,Yes,Yes,Yes,Yes,94
Marrilee Hatcliffe,6.16,9.58,6.12,9.49,7.28,7.87,7.57,7.7,13,2,No,No,Female,Yes,No,No,Yes,No,82
Kalina Bickle,8.57,7.67,7.19,6.7,8.22,7.75,6.38,9.76,24,3,Yes,Yes,Female,Yes,No,Yes,Yes,No,80
Freddie Napoli,6.48,9.24,9.45,7.0,9.83,8.84,9.39,9.75,7,5,Yes,Yes,Female,Yes,No,Yes,Yes,Yes,162
Joaquin Marsland,8.73,6.96,6.67,7.66,6.18,8.43,8.66,8.21,5,2,No,Yes,Female,No,No,Yes,No,Yes,153
Abba Huntly,8.43,8.33,9.49,6.66,9.12,7.95,7.75,9.32,23,4,No,No,Female,Yes,No,No,Yes,No,122
Benjamin Vinsen,7.26,8.53,7.81,8.57,6.43,6.71,8.18,9.73,13,3,Yes,Yes,Female,Yes,No,Yes,No,No,177
Essy Guiness,7.47,8.86,6.19,7.69,9.11,9.26,7.2,8.11,19,7,No,No,Male,Yes,Yes,No,Yes,No,175
Dorolisa Gullam,7.85,10.0,6.83,9.85,9.81,7.34,9.14,9.68,6,9,Yes,No,Female,No,No,No,No,Yes,159
Bennie Gerraty,7.12,6.43,8.35,9.33,9.05,6.67,8.07,6.03,21,3,No,No,Female,Yes,Yes,Yes,Yes,Yes,84
Steve Petel,9.31,9.27,6.92,8.31,6.49,8.01,8.56,6.37,12,3,No,No,Male,No,No,Yes,No,No,122
Feliks McGookin,6.74,7.02,7.61,8.75,9.51,7.37,9.58,9.08,24,6,No,No,Female,No,Yes,No,Yes,No,89
Bertina Skeldon,6.74,8.13,7.69,9.87,6.08,8.53,7.6,9.72,14,9,Yes,No,Male,No,Yes,Yes,Yes,Yes,118
Babbette O'Cahsedy,6.21,6.24,9.44,7.34,7.71,7.68,7.5,8.65,22,10,No,Yes,Male,No,No,No,No,Yes,83
Trey Budd,9.42,9.63,8.62,7.77,9.11,6.54,9.97,10.0,17,10,Yes,Yes,Male,Yes,Yes,Yes,No,No,161
Stephani Cockhill,6.72,7.31,7.28,6.18,8.73,7.76,8.37,7.71,7,3,Yes,Yes,Male,No,Yes,Yes,Yes,Yes,132
Nellie Dinsmore,9.9,8.19,6.13,6.85,6.9,6.07,6.69,6.78,8,9,No,No,Female,Yes,No,Yes,No,Yes,118
Goldy Duckhouse,6.61,6.91,9.91,6.81,6.92,6.8,9.56,9.1,10,2,Yes,Yes,Male,No,Yes,Yes,No,Yes,156
Valenka Ennor,9.37,7.81,7.87,7.43,9.46,6.19,6.98,9.92,16,5,Yes,No,Male,No,Yes,No,No,No,80
Erek MacNeish,7.31,7.99,9.21,6.52,8.38,7.34,8.67,7.21,14,0,Yes,Yes,Female,Yes,No,Yes,No,No,154
Irv McCullogh,6.03,9.56,7.61,6.74,8.73,6.11,8.74,6.43,15,2,Yes,No,Male,Yes,No,Yes,Yes,Yes,129
Robinet Magnus,7.39,6.18,7.54,9.46,7.57,9.48,9.32,6.39,24,0,Yes,Yes,Female,Yes,No,No,Yes,No,175
Mariquilla Codrington,6.57,8.19,8.0,7.63,6.86,8.72,8.54,8.5,9,8,Yes,No,Female,Yes,No,Yes,No,Yes,126
Corinne Legrave,9.68,6.24,8.06,8.93,8.84,8.85,8.9,9.32,19,9,Yes,No,Female,No,Yes,No,Yes,No,106
Dario Eingerfield,9.77,8.46,6.31,7.23,7.8,6.97,9.77,9.85,5,9,Yes,Yes,Male,Yes,No,No,Yes,Yes,132
Ranee Matyasik,6.21,9.93,7.19,6.45,7.4,8.31,6.17,9.12,12,2,Yes,No,Female,Yes,No,No,Yes,No,115
Jeramie McDonnell,7.58,8.41,6.3,9.38,9.04,7.68,7.46,8.64,11,0,Yes,No,Female,Yes,No,No,Yes,Yes,100
Annabal Kiddell,6.72,6.86,7.76,7.28,8.78,7.68,6.34,6.54,21,3,Yes,Yes,Male,No,No,Yes,No,Yes,83
Lizette Standbridge,8.86,6.54,8.83,8.2,9.65,7.27,9.93,7.36,16,8,No,Yes,Female,No,No,Yes,Yes,Yes,104
Claudius Errigo,6.35,8.54,9.86,9.09,8.13,8.63,8.24,9.94,14,7,No,Yes,Male,Yes,No,No,Yes,No,167
Crystie MacCheyne,8.25,7.56,6.75,6.8,9.27,7.58,8.39,8.57,19,8,Yes,Yes,Female,Yes,No,No,Yes,No,88
Krystal Ricciardello,7.96,6.64,7.1,9.83,6.44,7.25,7.8,7.4,14,0,No,Yes,Female,No,No,No,No,No,91
Antonin Rackam,6.09,6.86,7.17,9.68,9.42,8.93,6.4,8.7,8,10,Yes,Yes,Female,No,No,No,Yes,Yes,137
Krystle Gabbitis,9.83,8.13,9.39,7.62,9.96,7.7,7.03,6.41,14,8,Yes,Yes,Male,Yes,No,No,No,No,135
Nelly Stych,7.89,8.82,8.69,7.19,9.88,9.34,9.78,6.69,24,2,Yes,No,Male,Yes,Yes,Yes,Yes,No,112
Giovanna Rennles,8.1,7.83,7.77,7.08,7.6,6.54,9.19,8.02,8,5,Yes,Yes,Female,No,Yes,Yes,Yes,No,93
Sylvester Cuniam,8.35,6.1,7.45,7.3,6.72,7.71,8.34,8.44,23,5,Yes,No,Female,Yes,No,No,Yes,Yes,170
Nealon Grinley,9.37,6.65,7.54,7.63,6.2,8.76,9.79,9.36,22,0,No,Yes,Male,Yes,Yes,Yes,Yes,No,176
Concordia Hugle,9.54,8.69,9.14,8.79,9.21,8.46,7.02,6.34,21,9,Yes,Yes,Female,No,No,Yes,Yes,No,126
Melvin Goatcher,7.45,8.84,6.77,6.42,7.37,7.39,7.96,7.07,22,9,No,No,Male,Yes,Yes,Yes,No,No,163
Rikki Noye,6.12,6.26,9.19,7.1,8.38,7.79,6.59,8.75,8,5,Yes,No,Female,Yes,No,No,No,No,167
Heather Boncore,9.11,8.61,7.49,8.78,7.25,8.1,6.33,9.66,20,1,Yes,Yes,Male,No,No,No,No,No,96
Inna Aloshikin,6.83,9.6,9.6,6.88,7.71,7.86,6.29,9.87,10,8,Yes,No,Male,Yes,No,Yes,Yes,Yes,120
Rosemarie Woolland,8.32,7.88,6.99,9.6,6.61,6.44,7.94,9.93,10,4,No,Yes,Male,No,Yes,Yes,No,Yes,101
Becca Drewe,7.14,6.57,8.94,8.91,8.59,6.88,8.61,8.28,6,10,Yes,No,Female,Yes,No,No,No,Yes,179
Everard Mulcaster,6.43,7.0,9.11,7.75,6.11,9.4,6.98,6.04,8,0,No,No,Male,No,No,Yes,No,Yes,105
Merry Colloff,9.51,6.25,9.18,7.67,7.07,8.89,6.02,9.33,16,0,No,No,Male,Yes,Yes,Yes,Yes,Yes,114
Halimeda Jedrych,6.35,6.34,9.88,9.28,9.81,8.26,6.06,7.58,2,1,Yes,No,Female,No,Yes,Yes,Yes,No,90
Denny Pett,7.4,7.0,8.78,8.59,9.83,6.99,9.82,6.07,20,6,Yes,Yes,Female,Yes,Yes,No,No,Yes,174
Tedmund Lipgens,6.91,9.77,7.48,9.94,8.38,6.03,8.56,7.41,5,8,Yes,No,Male,No,No,No,Yes,Yes,105
Andrei Hazelby,8.6,9.91,8.53,7.81,7.41,9.99,7.51,9.91,16,8,Yes,Yes,Female,Yes,Yes,No,No,No,157
Jacquenetta Zima,6.49,7.82,8.54,8.67,8.74,6.34,8.54,9.42,20,7,Yes,No,Male,No,No,No,No,No,119
Lethia Cressy,6.23,6.37,9.49,7.87,9.47,7.71,8.19,7.82,18,5,Yes,Yes,Male,Yes,No,Yes,Yes,Yes,110
Durward Alessandrini,7.16,8.99,7.87,8.55,8.73,8.09,9.3,6.11,19,4,Yes,No,Male,Yes,Yes,Yes,No,Yes,96
Joey Mattei,6.92,6.76,6.75,6.03,6.17,9.39,6.98,7.16,3,10,Yes,Yes,Male,No,No,No,Yes,Yes,168
Patty Brydell,6.77,6.27,8.56,8.1,7.85,7.52,9.34,8.14,6,3,No,No,Female,No,Yes,No,Yes,No,167
Tiffani Kinny,9.36,7.18,9.08,7.28,8.64,6.05,8.07,7.77,18,1,No,Yes,Female,Yes,Yes,No,No,No,120
Doug Ayce,9.1,8.49,6.07,8.25,9.04,6.23,7.5,8.08,7,5,No,Yes,Female,No,No,Yes,No,Yes,141
Maressa Durant,7.73,8.48,7.45,6.4,7.18,9.15,9.72,9.92,6,8,No,No,Female,No,Yes,No,No,Yes,105
Niki Rickaby,8.39,9.94,6.34,9.01,6.37,9.67,7.58,7.96,18,4,No,Yes,Male,No,No,No,Yes,No,172
Adele Lampen,8.49,9.42,6.29,6.8,9.79,6.95,6.81,9.77,2,1,No,Yes,Male,Yes,No,No,No,No,119
Angelica Murgatroyd,7.96,6.26,6.51,6.86,6.44,8.57,7.74,7.24,10,9,No,No,Female,Yes,No,No,No,No,83
Arluene Curtoys,8.78,9.03,8.04,6.99,6.26,7.25,9.79,8.31,7,1,No,Yes,Female,No,Yes,No,No,Yes,140
Rad Renzini,9.4,9.51,6.77,9.21,8.1,9.91,8.62,6.0,16,9,Yes,Yes,Female,No,Yes,Yes,Yes,No,83
Orly Radish,6.71,8.1,8.25,6.41,9.04,9.91,9.64,9.76,8,8,Yes,Yes,Female,Yes,Yes,No,No,Yes,175
Harriette Renals,6.43,8.5,9.44,8.91,6.01,6.28,6.87,6.38,2,6,No,Yes,Male,No,No,Yes,Yes,Yes,84
Jorie Pratt,9.32,6.88,9.56,7.96,9.25,9.49,8.45,8.63,6,9,No,Yes,Female,No,No,Yes,No,No,136
Wenona Kimmons,6.64,7.44,9.45,6.72,9.34,7.83,6.72,9.84,5,3,No,No,Male,Yes,No,No,No,No,102
Isidora Ixor,8.8,8.17,9.04,7.37,9.79,9.04,9.39,9.32,9,1,No,Yes,Female,No,No,No,Yes,No,95
Mellie Gatcliff,8.91,9.36,7.85,9.28,7.44,6.2,6.86,7.55,14,8,Yes,No,Male,No,Yes,No,No,Yes,140
Gratia McGucken,6.69,7.35,6.57,6.37,9.99,8.58,9.8,6.32,20,9,No,No,Female,No,Yes,Yes,Yes,Yes,117
Diarmid Bolver,6.49,7.19,7.69,8.4,8.99,8.04,6.45,7.55,19,9,Yes,No,Male,Yes,No,No,Yes,No,139
Natty Aikman,6.51,6.18,6.88,8.48,7.65,8.3,8.13,8.6,6,8,No,Yes,Male,Yes,No,Yes,No,Yes,179
Carmen Rummery,6.3,6.68,6.5,8.0,9.47,8.77,8.67,9.03,25,0,Yes,Yes,Female,Yes,No,Yes,Yes,No,124
Toni Cumesky,6.22,8.66,8.34,6.81,6.47,9.8,8.47,6.95,20,8,No,No,Male,No,No,No,No,Yes,82
Edgard Larkkem,6.98,9.5,9.83,6.22,6.1,6.73,7.68,6.3,13,1,Yes,No,Male,Yes,Yes,Yes,Yes,No,112
Dani Croisier,9.83,8.66,9.93,7.72,7.85,8.83,7.71,7.63,25,1,No,Yes,Male,No,No,No,No,Yes,141
Simeon Penlington,9.54,6.06,8.52,9.22,6.04,9.51,9.77,6.69,3,7,No,Yes,Female,No,Yes,No,No,No,161
Teena Loram,7.17,6.18,8.19,8.95,8.19,7.03,8.91,6.26,12,9,No,Yes,Male,Yes,Yes,Yes,Yes,Yes,104
Adams Eggleton,7.9,7.97,7.92,6.78,7.6,7.31,6.33,7.17,2,3,Yes,No,Female,No,No,Yes,No,Yes,158
Howie Dekeyser,9.52,9.58,8.83,6.56,9.19,8.54,6.16,8.32,14,5,Yes,Yes,Male,Yes,Yes,No,No,No,84
Mycah Van der Baaren,9.47,9.54,8.69,6.67,7.63,8.03,8.08,9.72,21,5,Yes,Yes,Male,Yes,No,No,Yes,No,172
Rocky Iori,8.13,9.6,6.84,7.34,8.68,9.2,6.11,9.37,22,9,No,Yes,Female,No,No,No,No,No,162
Lelah Gredden,8.44,9.49,7.4,8.61,7.65,7.95,9.39,6.06,2,4,Yes,No,Female,Yes,No,Yes,Yes,Yes,102
Ophelie Vince,7.5,7.02,7.55,9.36,9.32,7.87,8.14,7.99,3,6,No,No,Male,No,No,Yes,No,No,106
Paige Pither,9.54,8.13,6.26,8.47,8.59,7.67,6.16,9.47,15,6,Yes,No,Male,Yes,Yes,Yes,No,No,123
Louella Heskin,7.86,8.81,6.35,8.51,8.3,8.74,8.15,9.82,5,6,Yes,No,Male,No,No,No,Yes,No,166
Crissy Duffie,8.14,9.34,7.76,9.26,7.99,8.37,7.89,9.46,3,0,Yes,Yes,Female,No,Yes,No,Yes,No,105
Dominic Allder,6.4,9.2,6.35,7.0,7.1,8.56,7.0,6.9,18,5,Yes,No,Male,Yes,Yes,Yes,No,No,99
Sue Laurent,6.92,8.29,9.53,9.23,6.11,9.56,8.77,9.17,15,2,No,Yes,Male,Yes,No,Yes,No,Yes,179
Val Dugan,9.86,9.66,8.11,6.37,7.05,6.8,6.5,7.12,11,1,Yes,No,Female,No,Yes,Yes,Yes,No,167
Freida Gerge,8.06,9.64,8.59,9.75,7.43,8.17,6.79,8.82,23,8,Yes,Yes,Male,No,No,No,Yes,Yes,86
Jasun Slaughter,9.19,6.72,9.78,6.26,9.07,9.54,8.6,6.83,14,3,Yes,Yes,Male,Yes,No,No,No,Yes,166
Michal Titheridge,7.17,8.13,6.78,6.7,8.98,9.11,6.94,9.97,22,5,No,No,Male,No,Yes,Yes,Yes,No,161
Gideon Sauvage,7.73,6.67,9.14,8.67,8.83,9.77,7.58,7.3,4,4,Yes,Yes,Female,Yes,No,No,No,Yes,86
Frederick Caller,9.3,8.66,8.61,8.07,6.08,9.68,8.65,8.87,22,5,Yes,No,Female,No,Yes,No,No,Yes,129
Laurence Hackey,9.16,8.27,6.48,7.81,9.25,6.71,6.87,8.35,6,5,Yes,No,Female,Yes,No,Yes,No,Yes,148
Giffy Simper,7.15,8.29,7.82,7.78,6.88,9.98,8.71,8.49,3,0,Yes,No,Male,Yes,No,No,Yes,No,148
Basil Ickov,9.28,6.25,9.63,7.53,8.77,6.26,7.59,6.53,2,9,Yes,No,Female,No,Yes,No,Yes,No,131
Ebenezer Free,7.45,9.01,7.79,8.53,8.57,7.72,6.92,9.26,22,8,No,No,Male,No,No,Yes,No,Yes,111
Ivan Slyne,7.61,8.44,6.67,6.52,8.22,7.11,9.3,7.15,17,1,Yes,Yes,Male,No,Yes,No,Yes,No,120
Leonora Arbuckel,8.73,7.7,7.61,7.2,7.15,9.31,6.29,7.61,24,7,Yes,Yes,Female,Yes,Yes,Yes,Yes,No,133
Stanley Risson,9.2,7.87,6.75,7.92,8.23,9.88,9.25,8.0,21,9,No,Yes,Female,No,No,Yes,No,No,177
Lynnett Donan,7.66,6.1,7.57,7.94,8.46,8.17,7.77,8.87,12,5,Yes,No,Female,Yes,Yes,No,Yes,No,100
Malissia Tanzer,6.98,6.25,8.03,6.91,6.03,8.27,9.97,7.07,17,5,Yes,Yes,Male,Yes,Yes,No,No,Yes,178
Chiquita Simmens,8.19,6.99,9.92,7.93,6.95,7.91,6.98,9.2,22,1,No,No,Female,No,No,Yes,Yes,No,92
Naoma Ure,6.65,9.16,8.42,9.93,7.26,6.9,9.21,9.77,14,7,Yes,Yes,Female,No,Yes,No,Yes,No,90
Mitchell Drever,9.75,6.74,9.87,8.89,8.6,8.23,6.32,6.2,22,10,Yes,No,Female,No,Yes,No,Yes,Yes,107
Humphrey Whymark,7.39,6.09,9.37,6.99,7.41,9.57,9.56,8.91,18,10,No,Yes,Female,Yes,No,Yes,Yes,Yes,101
Terencio Coult,6.22,9.93,6.54,8.87,9.83,9.63,8.76,8.78,13,2,No,Yes,Male,No,Yes,No,Yes,Yes,128
Kellsie Sondland,7.45,7.74,6.36,7.62,6.41,9.33,6.83,9.64,17,6,Yes,No,Female,No,Yes,No,No,Yes,130
Hermia Twigley,6.78,7.16,8.74,8.36,6.25,7.88,7.64,7.71,17,1,No,Yes,Female,No,No,Yes,Yes,Yes,136
